vehiculo,bloque_coste,categoria_coste,dimension_coste,partida,unidad,year,valor,valor_eur,unidad_estandarizada
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2022,"0,1897",0.1897,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2023,"0,1965",0.1965,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2024,"0,2070",0.207,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2017,"0,1012",0.1012,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2018,"0,1030",0.103,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2019,"0,1048",0.1048,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2020,"0,1046",0.1046,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2021,"0,1054",0.1054,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2022,"0,1116",0.1116,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2023,"0,1186",0.1186,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2024,"0,1223",0.1223,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2017,"0,0763",0.0763,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2018,"0,0802",0.0802,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2019,"0,0807",0.0807,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2020,"0,0783",0.0783,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2021,"0,0821",0.0821,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2022,"0,0951",0.0951,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2023,"0,0956",0.0956,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2024,"0,0965",0.0965,eur/vehículo-km
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2017,"8.475,92",8475.92,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2018,"8.569,75",8569.75,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2019,"8.645,29",8645.29,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2020,"8.721,26",8721.26,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2021,"8.809,72",8809.72,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2022,"9.098,75",9098.75,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2023,"9.425,28",9425.28,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2024,"9.643,75",9643.75,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2017,"1.279,43",1279.43,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2018,"1.163,58",1163.58,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2019,"1.221,81",1221.81,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2020,"1.150,02",1150.02,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2021,"1.190,36",1190.36,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2022,"1.461,27",1461.27,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2023,"2.440,72",2440.72,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2024,"2.507,59",2507.59,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2017,"29.034,38",29034.38,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2018,"29.592,97",29592.97,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2019,"30.051,09",30051.09,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2020,"30.464,97",30464.97,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2021,"31.034,57",31034.57,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2022,"31.481,03",31481.03,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2023,"32.615,33",32615.33,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2024,"34.351,12",34351.12,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2017,"4.657,20",4657.2,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2018,"4.732,94",4732.94,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2019,"4.838,39",4838.39,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2020,"4.847,46",4847.46,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2021,"4.889,19",4889.19,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2022,"4.936,14",4936.14,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2023,"5.096,56",5096.56,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2024,"5.519,84",5519.84,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2017,"699,91",699.91,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2018,"712,34",712.34,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2019,"724,74",724.74,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2020,"723,84",723.84,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2021,"729,20",729.2,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2022,"772,17",772.17,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2023,"820,82",820.82,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2024,"845,96",845.96,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2017,"17.990,25",17990.25,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2018,"20.058,15",20058.15,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2019,"19.794,64",19794.64,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2020,"17.316,04",17316.04,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2021,"19.958,53",19958.53,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2022,"30.710,08",30710.08,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2023,"26.713,32",26713.32,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2024,"24.857,25",24857.25,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2017,"682,80",682.8,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2018,"695,41",695.41,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2019,"706,71",706.71,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2020,"718,03",718.03,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2021,"733,83",733.83,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2022,"762,02",762.02,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2023,"810,20",810.2,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2024,"845,00",845.0,eur/año
vehículo frigorífico de 2 ejes,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2017,"2.002,54",2002.54,eur/año
