Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones)
2017,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",473.14
2017,Castilla y León,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1548.24
2017,Castilla y León,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3292.61
2017,Castilla y León,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,39.15
2017,Castilla y León,Transporte Interregional,Expedido,Productos Petrolíferos,62.41
2017,Castilla y León,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,203.99
2017,Castilla y León,Transporte Interregional,Expedido,Productos Metalúrgicos,365.55
2017,Castilla y León,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1715.34
2017,Castilla y León,Transporte Interregional,Expedido,Abonos,92.76
2017,Castilla y León,Transporte Interregional,Expedido,Productos Químicos,377.15
2017,Castilla y León,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3039.2
2017,Castilla y León,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1394.3
2017,Castilla y León,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,2444.38
2017,Castilla y León,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,179.48
2017,Castilla y León,Transporte Interregional,Recibido,Productos Petrolíferos,272.11
2017,Castilla y León,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,66.22
2017,Castilla y León,Transporte Interregional,Recibido,Productos Metalúrgicos,598.8
2017,Castilla y León,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,748.14
2017,Castilla y León,Transporte Interregional,Recibido,Abonos,369.69
2017,Castilla y León,Transporte Interregional,Recibido,Productos Químicos,451.27
2017,Castilla y León,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2660.46
2017,Castilla y León,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,122.01
2017,Castilla y León,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,511.69
2017,Castilla y León,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,3.77
2017,Castilla y León,Transporte Internacional,Expedido,Productos Metalúrgicos,86.31
2017,Castilla y León,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,122.47
2017,Castilla y León,Transporte Internacional,Expedido,Abonos,22.01
2017,Castilla y León,Transporte Internacional,Expedido,Productos Químicos,65.47
2017,Castilla y León,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1060.05
2017,Castilla y León,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,362.35
2017,Castilla y León,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,267.15
2017,Castilla y León,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,31.9
2017,Castilla y León,Transporte Internacional,Recibido,Productos Metalúrgicos,12.36
2017,Castilla y León,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,21.43
2017,Castilla y León,Transporte Internacional,Recibido,Abonos,95.07
2017,Castilla y León,Transporte Internacional,Recibido,Productos Químicos,153.06
2017,Castilla y León,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",733.78
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,9.03
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,30.7
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,5.08
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.66
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,4.48
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,61.31
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Abonos,2.98
2017,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Químicos,14.93
2017,Cataluña,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",31.54
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,1006.5
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,1734.58
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,24.54
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,533.68
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,91.81
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,240.31
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1713.14
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,89.09
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,580.21
2017,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1765.85
2017,Cataluña,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1213.3
2017,Cataluña,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3840.37
2017,Cataluña,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,30.29
2017,Cataluña,Transporte Interregional,Expedido,Productos Petrolíferos,238.52
2017,Cataluña,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,188.1
2017,Cataluña,Transporte Interregional,Expedido,Productos Metalúrgicos,843.52
2017,Cataluña,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,617.36
2017,Cataluña,Transporte Interregional,Expedido,Abonos,285.69
2017,Cataluña,Transporte Interregional,Expedido,Productos Químicos,2059.3
2017,Cataluña,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6496.31
2017,Cataluña,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2404.32
2017,Cataluña,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,3503.38
2017,Cataluña,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,37.7
2017,Cataluña,Transporte Interregional,Recibido,Productos Petrolíferos,102.91
2017,Cataluña,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,302.25
2017,Cataluña,Transporte Interregional,Recibido,Productos Metalúrgicos,1109.42
2017,Cataluña,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,981.23
2017,Cataluña,Transporte Interregional,Recibido,Abonos,103.85
2017,Cataluña,Transporte Interregional,Recibido,Productos Químicos,1072.71
2017,Cataluña,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5185.24
2017,Cataluña,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,1149.78
2017,Cataluña,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,1262.19
2017,Cataluña,Transporte Internacional,Expedido,Productos Petrolíferos,153.66
2017,Cataluña,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,35.36
2017,Cataluña,Transporte Internacional,Expedido,Productos Metalúrgicos,565.15
2017,Cataluña,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,497.6
2017,Cataluña,Transporte Internacional,Expedido,Abonos,39.9
2017,Cataluña,Transporte Internacional,Expedido,Productos Químicos,1104.55
2017,Cataluña,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2237.64
2017,Cataluña,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,1094.49
2017,Cataluña,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,1366.05
2017,Cataluña,Transporte Internacional,Recibido,Productos Petrolíferos,77.1
2017,Cataluña,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,292.8
2017,Cataluña,Transporte Internacional,Recibido,Productos Metalúrgicos,223.74
2017,Cataluña,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,59.47
2017,Cataluña,Transporte Internacional,Recibido,Abonos,37.58
2017,Cataluña,Transporte Internacional,Recibido,Productos Químicos,928.94
2017,Cataluña,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3540.09
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,8.41
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,13.54
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,1.16
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,0.72
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.97
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,3.49
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,173.01
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Abonos,2.54
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Químicos,2.44
2017,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",22.63
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,515.47
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,855.09
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,140.42
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,27.2
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,97.11
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2295.38
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,114.08
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,191.32
2017,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1257.81
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1771.69
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,2876.21
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,8.51
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Petrolíferos,100.66
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,201.63
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Metalúrgicos,780.59
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1665.82
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Abonos,532.6
2017,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Químicos,770.55
2017,Comunitat Valenciana,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4239.13
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2540.29
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,3810.68
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,39.98
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Petrolíferos,159.78
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,131.74
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Metalúrgicos,733.86
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1947.86
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Abonos,193.61
2017,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Químicos,948.09
2017,Comunitat Valenciana,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4419.7
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,3931.54
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,583.94
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Petrolíferos,28.84
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Metalúrgicos,74.64
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,819.9
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Abonos,70.99
2017,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Químicos,196.15
2017,Comunitat Valenciana,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",969.99
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,491.89
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,554.5
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,24.16
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Metalúrgicos,91.34
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,231.74
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Abonos,118.69
2017,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Químicos,323.85
2017,Comunitat Valenciana,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1627.96
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.92
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,4.55
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,1.11
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.12
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,21.0
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Abonos,0.36
2017,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.08
