Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones),Toneladas(miles)
2022,Extremadura,Intrarregional,Intermunicipal,Productos Metalúrgicos,7.82,77.92
2022,Extremadura,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,264.91,7730.49
2022,Extremadura,Intrarregional,Intermunicipal,Abonos,11.95,236.06
2022,Extremadura,Intrarregional,Intermunicipal,Productos Químicos,5.55,78.39
2022,Extremadura,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",84.21,1222.07
2022,Extremadura,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,588.14,1542.2
2022,Extremadura,Interregional,Expedido,Productos Alimenticios Y Forrajes,711.95,1960.23
2022,Extremadura,Interregional,Expedido,Combustibles Minerales Sólidos,4.24,17.09
2022,Extremadura,Interregional,Expedido,Productos Petrolíferos,4.78,21.92
2022,Extremadura,Interregional,Expedido,Minerales Y Residuos Para Refundición,61.49,102.3
2022,Extremadura,Interregional,Expedido,Productos Metalúrgicos,231.8,614.24
2022,Extremadura,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,267.09,739.28
2022,Extremadura,Interregional,Expedido,Abonos,13.49,25.31
2022,Extremadura,Interregional,Expedido,Productos Químicos,92.69,192.46
2022,Extremadura,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",747.44,2078.23
2022,Extremadura,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,538.02,1712.52
2022,Extremadura,Interregional,Recibido,Productos Alimenticios Y Forrajes,1032.62,3340.58
2022,Extremadura,Interregional,Recibido,Productos Petrolíferos,69.91,340.55
2022,Extremadura,Interregional,Recibido,Minerales Y Residuos Para Refundición,176.61,494.15
2022,Extremadura,Interregional,Recibido,Productos Metalúrgicos,196.51,387.41
2022,Extremadura,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,321.92,938.8
2022,Extremadura,Interregional,Recibido,Abonos,88.36,348.34
2022,Extremadura,Interregional,Recibido,Productos Químicos,99.56,291.17
2022,Extremadura,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",891.52,2096.48
2022,Extremadura,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,240.54,294.54
2022,Extremadura,Internacional,Expedido,Productos Alimenticios Y Forrajes,166.53,241.33
2022,Extremadura,Internacional,Expedido,Combustibles Minerales Sólidos,36.15,18.52
2022,Extremadura,Internacional,Expedido,Productos Metalúrgicos,127.03,111.51
2022,Extremadura,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,120.86,291.43
2022,Extremadura,Internacional,Expedido,Abonos,30.78,209.98
2022,Extremadura,Internacional,Expedido,Productos Químicos,27.32,52.2
2022,Extremadura,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",334.19,434.76
2022,Extremadura,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,58.46,128.99
2022,Extremadura,Internacional,Recibido,Productos Alimenticios Y Forrajes,78.64,173.73
2022,Extremadura,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,17.05,352.03
2022,Extremadura,Internacional,Recibido,Abonos,0.68,14.86
2022,Extremadura,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",164.89,195.9
2022,Galicia,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,3.77,729.04
2022,Galicia,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,15.19,1454.79
2022,Galicia,Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,2.26,282.83
2022,Galicia,Intrarregional,Intramunicipal,Productos Petrolíferos,8.74,663.78
2022,Galicia,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,1.86,257.66
2022,Galicia,Intrarregional,Intramunicipal,Productos Metalúrgicos,5.98,774.89
2022,Galicia,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,83.41,8679.04
2022,Galicia,Intrarregional,Intramunicipal,Abonos,0.73,109.76
2022,Galicia,Intrarregional,Intramunicipal,Productos Químicos,0.55,73.3
2022,Galicia,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",30.01,2797.22
2022,Galicia,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,729.71,10996.51
2022,Galicia,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,935.7,12574.17
2022,Galicia,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,8.93,637.88
2022,Galicia,Intrarregional,Intermunicipal,Productos Petrolíferos,346.37,4458.54
2022,Galicia,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,41.48,609.23
2022,Galicia,Intrarregional,Intermunicipal,Productos Metalúrgicos,54.55,1001.07
2022,Galicia,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,749.26,17978.59
2022,Galicia,Intrarregional,Intermunicipal,Abonos,66.11,1298.38
2022,Galicia,Intrarregional,Intermunicipal,Productos Químicos,37.23,462.07
2022,Galicia,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",691.82,10124.57
2022,Galicia,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,685.45,2619.77
2022,Galicia,Interregional,Expedido,Productos Alimenticios Y Forrajes,3064.1,5389.91
2022,Galicia,Interregional,Expedido,Productos Petrolíferos,80.68,320.74
2022,Galicia,Interregional,Expedido,Minerales Y Residuos Para Refundición,340.15,641.22
2022,Galicia,Interregional,Expedido,Productos Metalúrgicos,427.56,639.03
2022,Galicia,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,254.77,622.14
2022,Galicia,Interregional,Expedido,Abonos,35.64,111.76
2022,Galicia,Interregional,Expedido,Productos Químicos,284.14,427.19
2022,Galicia,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2533.57,4623.66
2022,Galicia,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,484.64,1854.48
2022,Galicia,Interregional,Recibido,Productos Alimenticios Y Forrajes,1605.93,3028.1
2022,Galicia,Interregional,Recibido,Combustibles Minerales Sólidos,14.73,40.81
2022,Galicia,Interregional,Recibido,Productos Petrolíferos,28.16,65.01
2022,Galicia,Interregional,Recibido,Minerales Y Residuos Para Refundición,59.91,129.79
2022,Galicia,Interregional,Recibido,Productos Metalúrgicos,588.65,1071.0
2022,Galicia,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,533.66,1709.17
2022,Galicia,Interregional,Recibido,Abonos,30.62,78.33
2022,Galicia,Interregional,Recibido,Productos Químicos,282.71,747.9
2022,Galicia,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2867.39,4358.8
2022,Galicia,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,57.45,276.0
2022,Galicia,Internacional,Expedido,Productos Alimenticios Y Forrajes,804.96,616.69
2022,Galicia,Internacional,Expedido,Combustibles Minerales Sólidos,7.75,20.4
2022,Galicia,Internacional,Expedido,Minerales Y Residuos Para Refundición,16.96,119.56
2022,Galicia,Internacional,Expedido,Productos Metalúrgicos,85.42,148.14
2022,Galicia,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,305.06,638.39
2022,Galicia,Internacional,Expedido,Productos Químicos,72.87,78.22
2022,Galicia,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",843.45,1087.14
2022,Galicia,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,123.5,223.54
2022,Galicia,Internacional,Recibido,Productos Alimenticios Y Forrajes,298.64,336.97
2022,Galicia,Internacional,Recibido,Productos Petrolíferos,5.59,34.64
2022,Galicia,Internacional,Recibido,Minerales Y Residuos Para Refundición,0.37,5.56
2022,Galicia,Internacional,Recibido,Productos Metalúrgicos,91.1,117.02
2022,Galicia,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,72.28,603.31
2022,Galicia,Internacional,Recibido,Productos Químicos,69.66,74.31
2022,Galicia,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",793.09,846.0
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,7.07,475.12
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,5.76,588.72
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Productos Petrolíferos,6.1,472.38
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.24,23.57
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Productos Metalúrgicos,2.29,141.06
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,129.45,10323.39
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Abonos,0.02,2.38
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,Productos Químicos,1.44,100.4
2022,"Madrid, Comunidad de",Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",43.43,3604.59
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,70.5,1590.21
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,263.15,7209.32
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Productos Petrolíferos,79.44,2485.56
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,11.78,443.49
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Productos Metalúrgicos,16.21,437.97
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,845.36,26693.0
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Abonos,9.46,286.02
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,Productos Químicos,31.93,1011.23
2022,"Madrid, Comunidad de",Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",356.13,10386.04
2022,"Madrid, Comunidad de",Interregional,Expedido,Productos Agrícolas Y Animales Vivos,855.85,2852.34
2022,"Madrid, Comunidad de",Interregional,Expedido,Productos Alimenticios Y Forrajes,3291.95,11468.71
2022,"Madrid, Comunidad de",Interregional,Expedido,Productos Petrolíferos,68.94,643.71
2022,"Madrid, Comunidad de",Interregional,Expedido,Minerales Y Residuos Para Refundición,247.8,827.54
2022,"Madrid, Comunidad de",Interregional,Expedido,Productos Metalúrgicos,257.89,897.09
2022,"Madrid, Comunidad de",Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,869.88,5969.67
2022,"Madrid, Comunidad de",Interregional,Expedido,Abonos,34.32,275.55
2022,"Madrid, Comunidad de",Interregional,Expedido,Productos Químicos,390.64,1194.66
2022,"Madrid, Comunidad de",Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6691.32,19017.2
2022,"Madrid, Comunidad de",Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1321.64,3967.25
2022,"Madrid, Comunidad de",Interregional,Recibido,Productos Alimenticios Y Forrajes,3841.74,11326.26
2022,"Madrid, Comunidad de",Interregional,Recibido,Combustibles Minerales Sólidos,34.81,129.17
2022,"Madrid, Comunidad de",Interregional,Recibido,Productos Petrolíferos,215.55,1743.7
2022,"Madrid, Comunidad de",Interregional,Recibido,Minerales Y Residuos Para Refundición,165.77,405.99
2022,"Madrid, Comunidad de",Interregional,Recibido,Productos Metalúrgicos,468.28,1234.01
2022,"Madrid, Comunidad de",Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1400.03,11241.12
2022,"Madrid, Comunidad de",Interregional,Recibido,Abonos,48.22,130.85
2022,"Madrid, Comunidad de",Interregional,Recibido,Productos Químicos,609.71,1835.78
2022,"Madrid, Comunidad de",Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6333.9,18502.5
2022,"Madrid, Comunidad de",Internacional,Expedido,Productos Agrícolas Y Animales Vivos,29.39,29.31
2022,"Madrid, Comunidad de",Internacional,Expedido,Productos Alimenticios Y Forrajes,175.96,167.66
2022,"Madrid, Comunidad de",Internacional,Expedido,Minerales Y Residuos Para Refundición,12.6,20.32
2022,"Madrid, Comunidad de",Internacional,Expedido,Productos Metalúrgicos,105.39,91.83
2022,"Madrid, Comunidad de",Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,69.79,88.34
2022,"Madrid, Comunidad de",Internacional,Expedido,Productos Químicos,17.04,21.3
2022,"Madrid, Comunidad de",Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1111.83,852.36
2022,"Madrid, Comunidad de",Internacional,Recibido,Productos Agrícolas Y Animales Vivos,267.39,174.73
2022,"Madrid, Comunidad de",Internacional,Recibido,Productos Alimenticios Y Forrajes,812.65,607.88
2022,"Madrid, Comunidad de",Internacional,Recibido,Productos Petrolíferos,29.54,18.48
2022,"Madrid, Comunidad de",Internacional,Recibido,Productos Metalúrgicos,166.21,117.01
2022,"Madrid, Comunidad de",Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,43.3,50.02
2022,"Madrid, Comunidad de",Internacional,Recibido,Productos Químicos,119.93,80.97
2022,"Madrid, Comunidad de",Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2255.56,1573.06
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,31.07,3256.82
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,18.2,1566.22
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,22.66,3384.32
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Productos Petrolíferos,3.93,237.02
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.01,0.5
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Productos Metalúrgicos,0.37,29.39
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,122.37,10493.92
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Abonos,3.03,305.24
2022,"Murcia, Región de",Intrarregional,Intramunicipal,Productos Químicos,9.84,376.22
2022,"Murcia, Región de",Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",11.43,1564.48
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,420.98,7324.05
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,187.97,3995.22
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Productos Petrolíferos,56.1,978.03
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,26.04,457.53
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Productos Metalúrgicos,8.34,334.84
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,309.89,9683.7
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Abonos,62.5,1214.27
2022,"Murcia, Región de",Intrarregional,Intermunicipal,Productos Químicos,19.3,377.07
2022,"Murcia, Región de",Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",109.72,2424.79
2022,"Murcia, Región de",Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1529.99,5283.56
2022,"Murcia, Región de",Interregional,Expedido,Productos Alimenticios Y Forrajes,1463.35,5190.03
2022,"Murcia, Región de",Interregional,Expedido,Combustibles Minerales Sólidos,16.06,120.71
2022,"Murcia, Región de",Interregional,Expedido,Productos Petrolíferos,299.45,1363.58
2022,"Murcia, Región de",Interregional,Expedido,Minerales Y Residuos Para Refundición,142.28,238.69
2022,"Murcia, Región de",Interregional,Expedido,Productos Metalúrgicos,142.79,422.64
2022,"Murcia, Región de",Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,480.38,4873.75
2022,"Murcia, Región de",Interregional,Expedido,Abonos,128.36,558.86
2022,"Murcia, Región de",Interregional,Expedido,Productos Químicos,266.7,851.33
2022,"Murcia, Región de",Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1403.41,4586.22
2022,"Murcia, Región de",Interregional,Recibido,Productos Agrícolas Y Animales Vivos,995.83,4106.87
2022,"Murcia, Región de",Interregional,Recibido,Productos Alimenticios Y Forrajes,1653.73,5701.56
2022,"Murcia, Región de",Interregional,Recibido,Productos Petrolíferos,48.82,215.32
2022,"Murcia, Región de",Interregional,Recibido,Minerales Y Residuos Para Refundición,15.69,69.58
2022,"Murcia, Región de",Interregional,Recibido,Productos Metalúrgicos,283.92,614.02
2022,"Murcia, Región de",Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,346.23,1659.94
2022,"Murcia, Región de",Interregional,Recibido,Abonos,167.41,544.16
2022,"Murcia, Región de",Interregional,Recibido,Productos Químicos,413.05,1056.27
2022,"Murcia, Región de",Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1692.15,4943.13
2022,"Murcia, Región de",Internacional,Expedido,Productos Agrícolas Y Animales Vivos,3249.27,1776.03
2022,"Murcia, Región de",Internacional,Expedido,Productos Alimenticios Y Forrajes,548.17,325.45
2022,"Murcia, Región de",Internacional,Expedido,Productos Petrolíferos,72.89,54.61
2022,"Murcia, Región de",Internacional,Expedido,Productos Metalúrgicos,71.76,33.39
2022,"Murcia, Región de",Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,92.56,61.38
2022,"Murcia, Región de",Internacional,Expedido,Productos Químicos,19.83,18.9
2022,"Murcia, Región de",Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",249.75,172.01
2022,"Murcia, Región de",Internacional,Recibido,Productos Agrícolas Y Animales Vivos,162.22,114.75
2022,"Murcia, Región de",Internacional,Recibido,Productos Alimenticios Y Forrajes,515.83,284.7
2022,"Murcia, Región de",Internacional,Recibido,Productos Petrolíferos,33.06,18.73
2022,"Murcia, Región de",Internacional,Recibido,Productos Metalúrgicos,115.81,105.48
2022,"Murcia, Región de",Internacional,Recibido,Abonos,15.34,17.47
2022,"Murcia, Región de",Internacional,Recibido,Productos Químicos,105.12,75.88
2022,"Murcia, Región de",Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",608.57,398.12
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,2.65,280.17
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,1.45,210.8
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Productos Petrolíferos,0.08,10.95
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.75,94.76
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Productos Metalúrgicos,0.08,5.45
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,16.16,2463.02
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Abonos,1.06,186.32
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,Productos Químicos,0.45,89.18
2022,"Navarra, Comunidad Foral de",Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4.35,440.09
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,75.43,2022.45
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,45.46,1403.68
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Productos Petrolíferos,23.97,387.08
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,12.58,368.62
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Productos Metalúrgicos,10.81,333.12
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,192.82,9643.8
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Abonos,6.28,109.4
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,Productos Químicos,10.74,222.5
2022,"Navarra, Comunidad Foral de",Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",120.31,2998.12
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Productos Agrícolas Y Animales Vivos,426.64,1802.01
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Productos Alimenticios Y Forrajes,903.66,5281.84
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Productos Petrolíferos,51.44,368.52
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Minerales Y Residuos Para Refundición,100.65,479.28
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Productos Metalúrgicos,180.93,632.33
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,331.81,2974.73
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Abonos,40.57,98.59
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,Productos Químicos,78.23,257.53
2022,"Navarra, Comunidad Foral de",Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1191.09,3995.77
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Productos Agrícolas Y Animales Vivos,603.83,2793.3
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Productos Alimenticios Y Forrajes,629.01,2969.44
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Combustibles Minerales Sólidos,29.69,78.03
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Productos Petrolíferos,177.4,1001.11
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Minerales Y Residuos Para Refundición,115.17,471.26
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Productos Metalúrgicos,320.11,1505.47
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,168.82,1025.8
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Abonos,62.84,376.17
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,Productos Químicos,167.41,668.47
2022,"Navarra, Comunidad Foral de",Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",915.41,3530.69
2022,"Navarra, Comunidad Foral de",Internacional,Expedido,Productos Agrícolas Y Animales Vivos,249.33,321.27
2022,"Navarra, Comunidad Foral de",Internacional,Expedido,Productos Alimenticios Y Forrajes,138.02,241.92
2022,"Navarra, Comunidad Foral de",Internacional,Expedido,Productos Metalúrgicos,71.17,89.6
2022,"Navarra, Comunidad Foral de",Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,149.23,618.92
2022,"Navarra, Comunidad Foral de",Internacional,Expedido,Abonos,13.54,18.55
2022,"Navarra, Comunidad Foral de",Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",588.96,594.78
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Productos Agrícolas Y Animales Vivos,193.75,518.88
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Productos Alimenticios Y Forrajes,116.56,124.78
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Minerales Y Residuos Para Refundición,22.9,35.39
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Productos Metalúrgicos,93.27,89.92
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,74.19,115.54
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Abonos,21.22,39.82
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,Productos Químicos,74.67,101.22
2022,"Navarra, Comunidad Foral de",Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",485.38,434.66
2022,País Vasco,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.61,942.19
2022,País Vasco,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,5.99,617.33
2022,País Vasco,Intrarregional,Intramunicipal,Productos Petrolíferos,0.57,69.57
2022,País Vasco,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,2.32,279.36
2022,País Vasco,Intrarregional,Intramunicipal,Productos Metalúrgicos,10.92,1265.53
2022,País Vasco,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,23.43,2787.27
2022,País Vasco,Intrarregional,Intramunicipal,Productos Químicos,1.52,219.03
2022,País Vasco,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",20.61,2129.27
2022,País Vasco,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,127.89,3112.49
2022,País Vasco,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,175.86,2641.2
2022,País Vasco,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,5.12,225.27
2022,País Vasco,Intrarregional,Intermunicipal,Productos Petrolíferos,308.48,3648.84
2022,País Vasco,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,181.04,4171.91
2022,País Vasco,Intrarregional,Intermunicipal,Productos Metalúrgicos,234.45,4717.71
2022,País Vasco,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,315.81,11193.8
2022,País Vasco,Intrarregional,Intermunicipal,Abonos,8.13,120.94
2022,País Vasco,Intrarregional,Intermunicipal,Productos Químicos,56.14,833.04
2022,País Vasco,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",466.41,8854.51
2022,País Vasco,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,661.86,2610.86
2022,País Vasco,Interregional,Expedido,Productos Alimenticios Y Forrajes,1642.81,5004.23
2022,País Vasco,Interregional,Expedido,Combustibles Minerales Sólidos,20.92,93.35
2022,País Vasco,Interregional,Expedido,Productos Petrolíferos,379.09,2073.43
2022,País Vasco,Interregional,Expedido,Minerales Y Residuos Para Refundición,150.85,526.68
2022,País Vasco,Interregional,Expedido,Productos Metalúrgicos,1587.76,4345.17
2022,País Vasco,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,390.32,2761.42
2022,País Vasco,Interregional,Expedido,Abonos,75.0,351.73
2022,País Vasco,Interregional,Expedido,Productos Químicos,368.86,1197.5
2022,País Vasco,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2878.56,7360.45
2022,País Vasco,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,817.91,2142.34
2022,País Vasco,Interregional,Recibido,Productos Alimenticios Y Forrajes,1410.66,4171.09
2022,País Vasco,Interregional,Recibido,Combustibles Minerales Sólidos,13.66,41.17
2022,País Vasco,Interregional,Recibido,Productos Petrolíferos,113.34,520.58
