Año,Vehículo,Categoría Costes,Subcategoría Costes,Tipo Costes,Costes Unitarios,Costes Anuales
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0074,886.47
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0079,942.3
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0081,971.17
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.382,45844.84
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4222,50668.7
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4165,49982.02
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3706,44467.72
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.423,50762.12
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.6325,75899.79
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.5551,66615.01
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.5167,62006.27
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0179,2153.73
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0183,2193.55
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0186,2229.18
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0189,2264.88
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0193,2314.71
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.02,2403.66
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0213,2555.6
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0222,2665.36
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0586,7030.36
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0588,7056.72
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0585,7019.8
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0593,7116.72
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0605,7254.08
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0659,7907.48
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0725,8699.92
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0745,8939.56
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0479,5742.93
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0487,5849.07
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0495,5944.11
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0503,6039.27
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0514,6172.14
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0534,6409.29
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0568,6814.47
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0592,7107.15
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0392,4701.24
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0399,4788.12
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0405,4865.91
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0412,4943.88
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0421,5052.63
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0437,5246.76
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0465,5578.44
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0485,5818.05
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1388,16661.79
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1415,16982.29
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1437,17244.8
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1457,17483.3
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1484,17810.15
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1505,18065.51
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.156,18716.46
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1643,19712.52
2017,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0157,1888.49
2018,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.016,1922.05
2019,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1955.51
2020,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1953.06
2021,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0164,1967.52
2022,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0174,2083.49
2023,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0185,2214.72
2024,Portavehículos Industriales (Tren De Carretera),Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.019,2282.59
2017,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0779,9352.4
2018,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0812,9748.54
2019,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0816,9797.66
2020,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0792,9502.2
2021,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0835,10022.2
2022,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.099,11874.07
2023,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0976,11717.86
2024,Portavehículos Industriales (Tren De Carretera),Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0979,11753.34
2017,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1285,15418.09
2018,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1299,15590.51
2019,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1311,15731.3
2020,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1322,15868.36
2021,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1336,16027.11
2022,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1378,16538.79
2023,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1426,17115.07
2024,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1459,17510.47
2017,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.022,2637.93
2018,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.02,2399.09
2019,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.021,2519.15
2020,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0198,2371.13
2021,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0205,2454.31
2022,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0251,3012.87
2023,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0419,5032.32
2024,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0431,5170.18
2017,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.242,29034.38
2018,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2466,29592.97
2019,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2504,30051.09
2020,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2539,30464.97
2021,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2586,31034.57
2022,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2623,31481.03
2023,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2718,32615.33
2024,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2863,34351.12
2017,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0488,5850.81
2018,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0495,5945.96
2019,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0507,6078.44
2020,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0507,6089.82
2021,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0512,6142.24
2022,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0517,6201.22
2023,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0534,6402.76
2024,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0578,6934.53
2017,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0062,747.9
2018,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0063,761.18
2019,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0065,774.43
2020,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0064,773.46
2021,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0065,779.18
2022,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0069,825.12
2023,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0073,877.1
2024,Volquete Articulado De Graneles,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0075,903.96
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2895,34735.95
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.32,38405.88
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3153,37835.93
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2803,33640.26
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3202,38429.48
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4796,57555.97
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4208,50491.47
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3915,46984.81
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0137,1638.71
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0139,1669.0
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0141,1696.11
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0144,1723.27
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0147,1761.18
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0152,1828.87
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0162,1944.47
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0169,2027.99
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.045,5396.23
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0451,5416.49
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0449,5388.17
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0455,5462.52
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0464,5567.93
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0506,6069.51
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0556,6677.71
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0572,6861.7
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0149,1787.55
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0152,1820.61
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0154,1850.16
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0157,1879.83
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.016,1921.14
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0166,1995.0
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0177,2121.09
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0184,2212.23
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0293,3518.88
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0299,3583.95
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0304,3642.18
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0308,3700.47
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0315,3781.89
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0327,3927.21
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0348,4175.49
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0363,4354.83
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1035,12418.41
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1055,12656.98
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1071,12852.28
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1086,13029.03
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1106,13272.62
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1122,13463.75
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1162,13949.67
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1224,14690.91
2017,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0157,1888.49
2018,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.016,1922.05
2019,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1955.51
2020,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1953.06
2021,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0164,1967.52
2022,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0174,2083.49
2023,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0185,2214.72
2024,Volquete Articulado De Graneles,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.019,2282.59
2017,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0623,7479.77
2018,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0649,7784.7
2019,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0652,7824.36
2020,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0634,7602.15
2021,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0667,8004.05
2022,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0785,9423.89
2023,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0778,9335.12
2024,Volquete Articulado De Graneles,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0782,9378.55
2017,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.185,11101.42
2018,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1871,11226.61
2019,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1888,11330.01
2020,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1905,11428.0
2021,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1924,11541.01
2022,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1984,11901.03
2023,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.2051,12305.38
2024,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.2098,12588.89
2017,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0325,1947.99
2018,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0295,1771.62
2019,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.031,1860.27
2020,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0292,1750.97
2021,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0302,1812.39
2022,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0371,2224.87
2023,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0619,3716.14
2024,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0636,3817.94
2017,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.4839,29034.38
2018,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.4932,29592.97
2019,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5009,30051.09
2020,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5077,30464.97
2021,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5172,31034.57
2022,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5247,31481.03
2023,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5436,32615.33
2024,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.5725,34351.12
2017,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0951,5707.21
2018,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0967,5800.02
2019,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0988,5929.25
2020,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.099,5940.36
2021,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0999,5991.5
2022,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.1008,6049.03
2023,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.1041,6245.63
2024,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.1127,6764.34
2017,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0125,747.9
2018,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0127,761.18
2019,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0129,774.43
2020,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0129,773.46
2021,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.013,779.18
2022,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0138,825.12
2023,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0146,877.1
2024,Volquete Articulado De Obra,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0151,903.96
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3184,19104.77
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3521,21123.23
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3468,20809.76
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3084,18502.15
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3523,21136.22
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.5276,31655.78
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4628,27770.31
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.4307,25841.65
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.015,901.29
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0153,917.95
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0155,932.86
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0158,947.8
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0161,968.65
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0168,1005.88
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0178,1069.46
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0186,1115.39
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.1574,9443.41
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.158,9478.86
